Upper_Age,Region_Code,Reco_Policy_Premium,Reco_Insurance_Type,Lower_Age,Is_Spouse,ID,Holding_Policy_Type,Holding_Policy_Duration,Health Indicator,City_Code,Accomodation_Type,Response
59,2717,19650,Individual,59,No,48447,3,8,,C2,Rented,0
51,1426,10836,Individual,51,No,48448,3,10,X3,C1,Owned,0
54,3638,15574,Individual,54,No,48449,2,6,X2,C2,Owned,0
20,1,5464,Individual,20,No,48450,,,X2,C23,Rented,0
69,2918,19232,Individual,69,No,48451,3,14,,C9,Owned,0
26,67,12825.6,Joint,19,Yes,48452,,,X1,C34,Rented,0
22,1952,7476,Individual,22,No,48453,4,1,X3,C16,Owned,0
26,4962,12150,Individual,26,No,48454,,,X2,C2,Rented,0
25,2483,12492,Individual,25,No,48455,3,3,,C3,Rented,0
23,4383,11408,Individual,23,No,48456,,,,C13,Rented,0
49,849,11880,Individual,49,No,48457,3,1,X4,C2,Owned,0
50,995,18312,Joint,24,Yes,48458,4,3,X5,C9,Owned,0
38,2374,10728,Individual,38,No,48459,3,13,X2,C3,Owned,0
30,2815,9552,Individual,30,No,48460,1,7,X2,C5,Rented,0
25,133,10144,Individual,25,No,48461,,,X1,C2,Rented,0
63,3640,16952,Individual,63,No,48462,3,3,X3,C2,Owned,0
38,3509,10752,Individual,38,No,48463,1,14+,X1,C21,Owned,1
65,520,20502,Individual,65,No,48464,3,11,X1,C1,Owned,1
56,275,14534,Individual,56,No,48465,2,14,X2,C1,Rented,0
60,3171,12826,Individual,60,No,48466,,,X6,C3,Owned,0
63,1606,19790.4,Joint,59,Yes,48467,2,3,X2,C13,Rented,0
54,5171,15340,Individual,54,No,48468,3,4,X4,C5,Owned,0
29,1070,7800,Individual,29,No,48469,3,3,X4,C5,Rented,0
37,5024,11160,Individual,37,No,48470,3,3,X1,C9,Owned,0
58,433,18634,Joint,40,Yes,48471,1,1,X3,C11,Rented,0
44,2764,12920,Individual,44,No,48472,2,5,X3,C18,Owned,0
25,3532,11520,Individual,25,No,48473,,,X3,C4,Owned,0
67,1266,16212,Individual,67,No,48474,3,6,X1,C25,Owned,0
51,1129,16660,Individual,51,No,48475,2,8,X3,C23,Owned,0
45,2316,22680,Joint,44,Yes,48476,,,X2,C3,Owned,1
54,680,11826,Individual,54,No,48477,3,2,,C20,Owned,0
31,2453,13671,Joint,25,Yes,48478,3,3,X2,C28,Owned,0
69,4118,23324,Individual,69,No,48479,3,1,X4,C24,Owned,0
22,1261,6490,Individual,22,No,48480,,,X3,C9,Rented,0
61,5796,15264,Individual,61,No,48481,,,X6,C9,Owned,0
21,2254,7596,Individual,21,No,48482,,,,C29,Rented,0
71,2354,20264,Individual,71,No,48483,3,3,X3,C22,Owned,0
43,2261,13680,Individual,43,No,48484,1,3,X1,C17,Rented,1
44,1726,18446.4,Joint,35,Yes,48485,,,X1,C7,Owned,0
23,1605,7428,Individual,23,No,48486,,,X1,C1,Rented,0
38,2797,12275.2,Joint,35,Yes,48487,,,,C3,Owned,0
51,2475,17602,Individual,51,No,48488,1,1,,C5,Rented,0
28,252,9728,Individual,28,No,48489,3,1,X1,C2,Owned,0
48,1756,21100.8,Joint,43,Yes,48490,4,1,X4,C8,Owned,0
67,116,15552,Individual,67,No,48491,1,3,,C7,Owned,0
62,2950,16950,Individual,62,No,48492,3,6,X2,C1,Owned,0
61,2189,18360,Individual,61,No,48493,3,14+,X2,C2,Owned,1
30,1117,11520,Individual,30,No,48494,,,,C5,Rented,1
75,1025,19920,Individual,75,No,48495,1,14+,X6,C1,Owned,0
26,4095,7968,Individual,26,No,48496,,,X2,C4,Rented,0
75,1208,23978,Individual,75,No,48497,3,3,X1,C3,Owned,0
45,3712,9904,Individual,45,No,48498,3,4,,C4,Owned,0
65,606,13872,Individual,65,No,48499,3,7,X3,C1,Owned,1
59,968,18060,Individual,59,No,48500,1,2,X6,C4,Rented,0
26,647,9576,Individual,26,No,48501,,,,C19,Owned,0
33,1217,8512,Individual,33,No,48502,,,X2,C3,Rented,0
53,1756,13872,Individual,53,No,48503,3,9,X3,C8,Rented,0
55,3522,20250,Individual,55,No,48504,3,1,X4,C14,Rented,0
24,3487,5740,Individual,24,No,48505,,,X3,C27,Owned,1
41,303,14784,Individual,41,No,48506,2,6,,C1,Owned,0
53,1077,19072,Joint,20,Yes,48507,1,3,X1,C10,Owned,0
75,1802,37449,Joint,66,Yes,48508,3,3,X1,C1,Owned,0
50,1265,18480,Individual,50,No,48509,,,X3,C4,Owned,0
64,2837,27984,Joint,62,No,48510,1,13,X1,C3,Owned,1
33,5172,11460,Individual,33,No,48511,,,X1,C23,Rented,1
48,431,13338,Individual,48,No,48512,3,1,X2,C4,Owned,0
66,3638,16324,Individual,66,No,48513,3,14+,X1,C2,Rented,0
59,2689,13398,Individual,59,No,48514,,,,C1,Owned,0
41,649,10256,Individual,41,No,48515,3,11,X2,C2,Rented,0
23,1308,6670,Individual,23,No,48516,,,,C4,Rented,0
49,1625,13512,Joint,48,Yes,48517,3,6,,C7,Owned,0
67,1062,26521.6,Joint,66,Yes,48518,,,X4,C12,Owned,0
27,326,5136,Individual,27,No,48519,1,3,X1,C16,Rented,0
53,3201,16666,Individual,53,No,48520,1,4,X1,C1,Owned,1
55,1532,15262,Individual,55,No,48521,3,3,X1,C13,Owned,1
20,748,5216,Individual,20,No,48522,,,,C3,Rented,0
28,448,7332,Individual,28,No,48523,,,X1,C1,Rented,0
26,442,6768,Individual,26,No,48524,,,X1,C1,Rented,0
31,562,12060,Individual,31,No,48525,,,X3,C2,Rented,0
63,133,26611.2,Joint,56,Yes,48526,3,9,X1,C2,Owned,0
66,2520,23328,Individual,66,No,48527,4,3,X5,C10,Owned,1
37,2364,7812,Individual,37,No,48528,3,13,X1,C2,Owned,1
70,974,16184,Individual,70,No,48529,,,X3,C4,Owned,0
47,793,11100,Individual,47,No,48530,,,X2,C4,Owned,0
50,505,12820,Individual,50,No,48531,3,14+,X5,C1,Owned,0
26,56,11456,Individual,26,No,48532,,,X1,C3,Rented,0
53,1963,24687,Joint,23,No,48533,4,14+,X3,C14,Owned,0
37,1242,8208,Individual,37,No,48534,,,X4,C3,Owned,0
63,4191,12716,Individual,63,No,48535,,,,C8,Rented,0
60,2263,14448,Individual,60,No,48536,,,X6,C20,Owned,0
53,823,18720,Individual,53,No,48537,,,,C3,Owned,0
28,661,4824,Individual,28,No,48538,4,5,X1,C2,Rented,0
70,1599,25312,Joint,68,Yes,48539,4,4,,C20,Owned,0
33,328,6620,Individual,33,No,48540,,,,C17,Owned,0
75,3959,19410,Individual,75,No,48541,3,14+,,C1,Owned,0
49,2873,11970,Individual,49,No,48542,,,X5,C8,Owned,0
61,1168,12480,Individual,61,No,48543,,,X1,C29,Owned,0
50,2960,17472,Individual,50,No,48544,,,X4,C8,Rented,0
35,784,19440,Joint,33,Yes,48545,1,5,X1,C29,Rented,0
75,3549,28828.8,Joint,74,Yes,48546,,,X5,C7,Owned,0
27,3275,5136,Individual,27,No,48547,3,2,X1,C2,Rented,0
36,918,10704,Individual,36,No,48548,1,3,X2,C5,Rented,0
61,61,25228.8,Joint,54,Yes,48549,3,14+,,C34,Owned,0
73,1899,18944,Individual,73,No,48550,2,7,X3,C7,Owned,0
50,623,11268,Individual,50,No,48551,3,3,X3,C9,Owned,0
36,3910,10063.2,Joint,31,No,48552,,,,C7,Owned,0
35,3023,6336,Individual,35,No,48553,3,2,X3,C4,Rented,0
26,691,6192,Individual,26,No,48554,,,,C10,Rented,0
64,1286,28492.8,Joint,59,Yes,48555,4,8,X1,C2,Owned,0
26,4223,6410,Individual,26,No,48556,,,X4,C8,Owned,1
61,171,16688,Individual,61,No,48557,3,5,X1,C1,Owned,0
71,207,24795,Joint,70,Yes,48558,3,3,X2,C1,Owned,0
65,1164,13728,Individual,65,No,48559,,,X4,C13,Owned,0
34,114,8316,Individual,34,No,48560,3,9,X3,C6,Owned,0
59,794,16510,Individual,59,No,48561,2,14,X2,C2,Rented,0
52,673,14400,Individual,52,No,48562,1,1,X1,C2,Owned,0
50,3510,23148,Joint,48,Yes,48563,4,6,X4,C2,Owned,0
44,319,14688,Individual,44,No,48564,2,9,X3,C11,Owned,0
69,4917,21726,Individual,69,No,48565,3,8,,C30,Rented,1
27,2337,13662,Individual,27,No,48566,1,3,X1,C10,Rented,0
22,3919,8918,Individual,22,No,48567,,,X2,C23,Rented,1
30,2518,7332,Individual,30,No,48568,1,3,X4,C17,Owned,0
75,2042,19008,Individual,75,No,48569,3,14+,,C8,Rented,0
43,485,12340,Individual,43,No,48570,1,14+,X1,C1,Owned,0
59,872,12716,Individual,59,No,48571,3,5,X3,C10,Owned,0
31,91,9824,Individual,31,No,48572,2,1,X3,C23,Rented,0
63,14,34252.8,Joint,61,Yes,48573,3,14+,X4,C2,Owned,1
53,1501,13968,Individual,53,No,48574,3,12,X2,C3,Owned,0
55,1117,24278.8,Joint,19,Yes,48575,,,X1,C5,Owned,0
61,3691,17602,Individual,61,No,48576,3,14+,X2,C2,Owned,0
75,4351,24864,Joint,72,Yes,48577,3,10,,C14,Owned,0
27,346,5128,Individual,27,No,48578,3,3,X1,C3,Owned,1
27,4679,7284,Individual,27,No,48579,3,3,,C13,Owned,0
22,4178,7910,Individual,22,No,48580,,,X4,C18,Rented,0
32,3099,11080,Individual,32,No,48581,3,8,X4,C3,Rented,0
34,2825,12440,Individual,34,No,48582,,,X4,C7,Rented,0
24,3716,4912,Individual,24,No,48583,3,3,X3,C28,Rented,0
42,963,17112,Individual,42,No,48584,1,10,,C1,Rented,0
28,1081,5288,Individual,28,No,48585,,,X3,C4,Owned,0
47,538,15378,Individual,47,No,48586,,,X1,C22,Owned,0
35,1652,11502,Individual,35,No,48587,,,X1,C19,Owned,0
53,1904,17654,Individual,53,No,48588,,,,C2,Owned,0
59,1471,12060,Individual,59,No,48589,,,X2,C3,Rented,1
53,186,11466,Individual,53,No,48590,,,X2,C4,Rented,1
56,179,14664,Individual,56,No,48591,,,,C4,Owned,0
59,3087,18930,Individual,59,No,48592,3,8,,C9,Rented,0
26,1253,8820,Individual,26,No,48593,,,X1,C10,Rented,0
56,4082,13860,Individual,56,No,48594,3,14+,X1,C2,Owned,1
48,800,11052,Individual,48,No,48595,3,14+,X3,C3,Owned,0
64,1836,14690,Individual,64,No,48596,3,6,X2,C14,Owned,0
44,4145,8470,Individual,44,No,48597,4,14+,X4,C24,Rented,0
42,643,7896,Individual,42,No,48598,1,8,X2,C1,Owned,1
23,2229,5840,Individual,23,No,48599,,,X3,C17,Rented,0
63,875,21090,Individual,63,No,48600,1,1,X1,C3,Owned,0
42,1120,12312,Individual,42,No,48601,,,X1,C5,Rented,0
38,1988,19681.2,Joint,37,Yes,48602,3,7,,C26,Owned,0
67,399,17276,Individual,67,No,48603,4,2,X5,C1,Owned,0
49,4851,27955.2,Joint,48,Yes,48604,4,3,X5,C2,Owned,0
35,904,11484,Individual,35,No,48605,3,3,X2,C16,Rented,0
21,313,11104,Individual,21,No,48606,,,X1,C1,Rented,0
23,211,6576,Individual,23,No,48607,,,X3,C4,Owned,0
50,313,13882,Individual,50,No,48608,4,4,X4,C1,Owned,1
53,2081,10908,Individual,53,No,48609,3,10,X1,C26,Rented,0
46,230,15990,Individual,46,No,48610,,,,C3,Rented,0
18,680,9156,Individual,18,No,48611,,,X2,C20,Rented,0
55,142,20490,Individual,55,No,48612,,,,C1,Owned,1
47,1230,9972,Individual,47,No,48613,,,X1,C6,Owned,0
39,549,13798.4,Joint,31,Yes,48614,,,,C20,Rented,0
46,2531,11088,Individual,46,No,48615,,,X3,C2,Owned,0
55,28,16510,Individual,55,No,48616,,,X6,C3,Rented,0
38,1018,14190,Individual,38,No,48617,,,X4,C12,Rented,1
66,333,13464,Individual,66,No,48618,,,X3,C3,Owned,0
29,113,12960,Individual,29,No,48619,1,5,X4,C5,Rented,0
24,2940,11520,Individual,24,No,48620,,,X1,C2,Rented,0
62,555,15340,Individual,62,No,48621,4,14,,C1,Owned,1
40,2748,14918.4,Joint,29,No,48622,,,X2,C24,Owned,1
52,46,15004,Individual,52,No,48623,3,14+,,C1,Owned,0
62,2354,26146.4,Joint,16,No,48624,4,2,X4,C22,Owned,1
48,3711,14608,Individual,48,No,48625,,,,C8,Rented,1
38,1566,16858.8,Joint,28,Yes,48626,1,3,,C3,Owned,1
35,3598,14960,Individual,35,No,48627,3,1,,C2,Rented,0
42,779,13372.8,Joint,41,Yes,48628,4,4,X7,C4,Owned,0
27,245,6880,Individual,27,No,48629,1,4,X2,C3,Rented,0
38,239,11196,Individual,38,No,48630,,,,C3,Rented,1
28,1687,12870,Individual,28,No,48631,,,X1,C10,Rented,0
25,2599,7896,Individual,25,No,48632,,,,C1,Rented,0
75,1255,29274,Joint,62,Yes,48633,3,5,X5,C7,Owned,0
29,419,11304,Individual,29,No,48634,4,9,X1,C2,Rented,0
51,830,13420,Individual,51,No,48635,,,X2,C6,Rented,0
48,2095,22068,Joint,45,Yes,48636,3,9,X2,C8,Rented,0
42,41,13134,Individual,42,No,48637,3,14+,X2,C3,Owned,0
50,1162,13848,Individual,50,No,48638,,,X3,C2,Rented,0
43,278,9744,Individual,43,No,48639,,,X1,C8,Rented,0
29,507,9456,Individual,29,No,48640,,,X2,C22,Owned,0
51,3306,11808,Individual,51,No,48641,,,X3,C2,Rented,1
29,2315,6160,Individual,29,No,48642,1,5,X3,C17,Rented,0
74,2713,26172,Individual,74,No,48643,4,13,,C1,Owned,0
33,828,17836,Joint,32,Yes,48644,2,8,X1,C12,Rented,0
20,1482,5296,Individual,20,No,48645,,,X1,C2,Rented,0
26,3610,7176,Individual,26,No,48646,2,2,,C23,Owned,1
43,4122,9408,Individual,43,No,48647,3,14+,,C4,Owned,0
26,1501,13284,Individual,26,No,48648,,,,C3,Rented,0
23,699,4140,Individual,23,No,48649,,,X2,C10,Rented,1
75,25,21276,Individual,75,No,48650,1,2,X1,C1,Owned,0
27,1211,6730,Individual,27,No,48651,3,4,X5,C4,Owned,0
62,227,15400,Individual,62,No,48652,1,1,,C13,Rented,0
23,1846,8499.2,Joint,22,No,48653,,,,C17,Rented,1
63,193,18396,Individual,63,No,48654,1,7,X1,C10,Rented,0
26,611,7416,Individual,26,No,48655,,,X3,C1,Owned,0
22,3489,5568,Individual,22,No,48656,,,X3,C15,Rented,0
66,347,23868,Individual,66,No,48657,,,,C5,Owned,0
27,870,5360,Individual,27,No,48658,,,,C4,Rented,0
30,2880,8372,Individual,30,No,48659,,,X1,C6,Rented,0
54,5190,20236.8,Joint,53,Yes,48660,1,1,X3,C17,Owned,1
75,1767,19680,Individual,75,No,48661,4,3,X1,C1,Owned,0
40,29,22035.2,Joint,25,Yes,48662,1,3,,C10,Owned,1
27,1846,6564,Individual,27,No,48663,4,3,X2,C17,Rented,0
34,3359,7028,Individual,34,No,48664,3,8,X5,C13,Owned,0
75,17,18210,Individual,75,No,48665,,,,C2,Owned,0
40,344,22387.2,Joint,16,Yes,48666,2,3,,C18,Owned,1
24,4028,5890,Individual,24,No,48667,,,,C12,Rented,0
57,84,21021,Joint,18,Yes,48668,2,2,X1,C12,Owned,1
30,16,12426.4,Joint,28,Yes,48669,,,X2,C1,Owned,0
57,167,14846,Individual,57,No,48670,3,14+,X2,C6,Owned,0
52,2501,10926,Individual,52,No,48671,1,2,X2,C8,Rented,0
45,1825,18668,Individual,45,No,48672,,,X5,C2,Rented,1
18,1646,8876,Individual,18,No,48673,,,X1,C29,Rented,0
63,1404,14664,Individual,63,No,48674,3,9,X1,C15,Owned,0
51,589,14736,Individual,51,No,48675,,,X4,C4,Rented,0
71,460,27936,Joint,68,Yes,48676,2,14+,X4,C1,Owned,1
22,3643,8484,Individual,22,No,48677,,,X1,C8,Rented,0
65,1289,13992,Individual,65,No,48678,1,8,X2,C1,Owned,0
42,141,10320,Individual,42,No,48679,3,1,X2,C1,Owned,0
49,2472,18840,Joint,43,Yes,48680,2,3,,C15,Rented,0
21,1978,10304,Individual,21,No,48681,,,X1,C3,Rented,0
47,2873,18495,Joint,17,No,48682,3,3,X2,C8,Owned,0
75,3792,20536,Individual,75,No,48683,2,4,X6,C12,Owned,0
20,2349,5703.6,Joint,18,Yes,48684,,,X1,C13,Rented,0
61,1134,17444,Individual,61,No,48685,,,X5,C1,Owned,0
46,323,12024,Individual,46,No,48686,3,4,X6,C20,Rented,0
58,1404,29374.8,Joint,18,No,48687,,,X5,C15,Owned,0
26,4878,6040,Individual,26,No,48688,,,,C21,Rented,0
38,4045,13552,Individual,38,No,48689,2,2,,C2,Rented,1
23,727,9716,Individual,23,No,48690,,,,C1,Rented,0
42,316,9184,Individual,42,No,48691,3,2,X1,C2,Owned,1
65,2,14592,Individual,65,No,48692,3,14+,X3,C22,Owned,1
24,2,9312,Individual,24,No,48693,,,,C22,Rented,1
65,56,32177.6,Joint,58,Yes,48694,1,4,X2,C3,Owned,1
24,3149,9424,Individual,24,No,48695,,,X1,C13,Rented,0
75,672,18180,Individual,75,No,48696,3,14+,,C2,Owned,1
55,7,13992,Individual,55,No,48697,1,4,X3,C4,Rented,0
52,281,15288,Individual,52,No,48698,3,7,X3,C3,Owned,0
24,3732,5344,Individual,24,No,48699,1,1,X1,C5,Rented,0
36,2572,15070,Individual,36,No,48700,3,1,X1,C2,Owned,0
56,2246,15528,Individual,56,No,48701,,,,C1,Rented,0
21,1078,9058,Individual,21,No,48702,,,X3,C3,Owned,0
59,1488,10280,Individual,59,No,48703,1,4,X1,C29,Owned,0
45,1242,13720,Individual,45,No,48704,,,X5,C3,Owned,1
68,3853,15120,Individual,68,No,48705,4,2,X3,C13,Owned,0
66,15,25356.8,Joint,64,Yes,48706,4,7,X4,C1,Owned,0
32,288,10998,Individual,32,No,48707,2,2,X4,C12,Owned,0
44,3621,13848,Individual,44,No,48708,,,X1,C1,Owned,0
33,390,13713,Joint,32,Yes,48709,2,3,X1,C33,Rented,1
64,1105,20790,Joint,63,Yes,48710,2,4,X2,C3,Owned,0
29,514,7512,Individual,29,No,48711,,,X1,C5,Rented,1
64,1964,21087,Joint,35,Yes,48712,,,X1,C15,Rented,0
59,3025,15938,Individual,59,No,48713,3,1,X1,C3,Owned,0
69,1299,22168,Individual,69,No,48714,,,X1,C2,Rented,0
52,301,19068,Individual,52,No,48715,3,11,X4,C2,Owned,0
51,2225,17134,Individual,51,No,48716,3,3,X1,C2,Owned,0
24,2546,4008,Individual,24,No,48717,2,1,,C19,Rented,0
23,1383,3978,Individual,23,No,48718,1,2,X3,C1,Rented,0
75,2486,19800,Individual,75,No,48719,3,14+,X4,C7,Owned,1
52,1099,17238,Individual,52,No,48720,4,3,X4,C1,Owned,0
75,402,16688,Individual,75,No,48721,2,6,,C13,Rented,0
38,2110,14982,Individual,38,No,48722,1,4,X1,C8,Rented,0
26,341,10080,Individual,26,No,48723,3,1,X3,C18,Rented,0
33,1585,12520,Individual,33,No,48724,4,5,X3,C6,Rented,1
23,30,8220,Individual,23,No,48725,,,,C5,Rented,0
56,4457,22320,Joint,53,Yes,48726,3,8,X4,C9,Owned,0
71,2524,25650,Joint,64,Yes,48727,2,14+,,C4,Rented,1
60,2647,19710,Individual,60,No,48728,,,X1,C2,Rented,0
36,3441,15950,Individual,36,No,48729,3,3,X1,C2,Rented,0
21,3298,6200,Individual,21,No,48730,,,X4,C3,Rented,0
75,3955,23652,Individual,75,No,48731,,,X1,C2,Owned,0
22,3325,3900,Individual,22,No,48732,,,,C3,Rented,0
56,29,29148,Joint,23,No,48733,3,6,,C10,Owned,0
56,955,19332,Joint,52,Yes,48734,3,4,X2,C3,Owned,1
27,2448,7368,Individual,27,No,48735,,,X2,C2,Rented,0
72,4413,25401.6,Joint,71,Yes,48736,4,5,X2,C21,Owned,0
26,855,4896,Individual,26,No,48737,,,X2,C9,Rented,0
54,1408,16240,Joint,53,Yes,48738,,,X2,C19,Owned,0
53,1980,13156,Individual,53,No,48739,3,8,X4,C1,Owned,0
40,2470,16656,Individual,40,No,48740,1,8,X1,C12,Owned,0
20,130,5960,Individual,20,No,48741,,,X1,C3,Rented,0
53,966,18117,Joint,34,No,48742,1,8,X1,C2,Rented,0
31,1879,5810,Individual,31,No,48743,,,X4,C22,Owned,0
47,816,14592,Individual,47,No,48744,4,6,X4,C4,Rented,0
65,816,28416,Joint,60,Yes,48745,3,13,X2,C4,Owned,0
19,2523,4710,Individual,19,No,48746,,,X3,C8,Rented,0
45,973,10170,Individual,45,No,48747,,,X1,C20,Rented,0
32,803,11250,Individual,32,No,48748,2,3,X2,C15,Owned,1
52,1075,20697.6,Joint,51,Yes,48749,2,7,X6,C24,Owned,0
19,86,7070,Individual,19,No,48750,,,X4,C36,Rented,0
48,6,11790,Individual,48,No,48751,1,5,X1,C1,Owned,0
33,4877,9888,Individual,33,No,48752,1,1,X1,C5,Owned,0
42,3598,14102,Individual,42,No,48753,1,10,X4,C2,Owned,0
26,2592,7992,Individual,26,No,48754,3,3,,C3,Rented,0
63,1396,26611.2,Joint,60,Yes,48755,1,8,X3,C4,Rented,1
75,390,15764,Individual,75,No,48756,,,,C33,Owned,0
67,2140,27532.8,Joint,62,Yes,48757,,,X1,C2,Owned,0
43,1073,11376,Individual,43,No,48758,,,,C2,Rented,0
41,347,20979,Joint,19,No,48759,1,1,X6,C5,Owned,0
51,2506,11860,Individual,51,No,48760,1,14+,,C1,Rented,0
39,1608,17606.4,Joint,17,No,48761,3,1,X4,C14,Rented,0
29,1069,6860,Individual,29,No,48762,1,2,X2,C3,Owned,1
56,3944,14586,Individual,56,No,48763,3,1,X5,C1,Owned,0
54,2101,11500,Individual,54,No,48764,3,3,,C4,Owned,0
57,245,33360,Joint,20,No,48765,3,14+,X1,C3,Owned,0
38,4099,7536,Individual,38,No,48766,2,10,,C8,Rented,1
33,3220,7668,Individual,33,No,48767,1,12,X5,C8,Owned,0
50,3357,12880,Individual,50,No,48768,1,14+,,C12,Owned,0
37,2182,12780,Individual,37,No,48769,,,,C4,Owned,1
23,1149,7416,Individual,23,No,48770,,,X1,C1,Rented,0
34,4831,6850,Individual,34,No,48771,,,X2,C21,Rented,1
31,718,10386,Individual,31,No,48772,3,2,X2,C13,Owned,0
57,366,17710,Joint,54,Yes,48773,4,14+,X1,C23,Owned,0
21,378,6530,Individual,21,No,48774,3,1,X2,C22,Owned,0
41,1064,8932,Individual,41,No,48775,2,2,X4,C6,Owned,0
31,1318,10800,Individual,31,No,48776,1,1,X1,C1,Owned,0
75,453,20558,Individual,75,No,48777,,,X2,C8,Rented,0
72,2131,19648,Individual,72,No,48778,3,14+,X2,C3,Owned,0
54,3477,19348,Individual,54,No,48779,2,4,,C1,Rented,1
31,4838,6624,Individual,31,No,48780,2,7,X3,C21,Owned,0
22,1456,9800,Individual,22,No,48781,,,,C10,Rented,1
64,1422,17472,Individual,64,No,48782,1,14+,X1,C15,Rented,1
34,562,12258,Joint,33,Yes,48783,,,X4,C2,Owned,0
54,347,26107.2,Joint,27,Yes,48784,3,1,X1,C5,Owned,0
75,330,33936,Joint,71,Yes,48785,3,3,X4,C12,Owned,0
32,162,8172,Individual,32,No,48786,1,2,X4,C8,Rented,0
46,1617,16822,Individual,46,No,48787,2,2,X5,C2,Rented,0
60,169,16392,Individual,60,No,48788,4,1,X2,C1,Owned,1
65,1711,21862,Individual,65,No,48789,,,,C2,Rented,1
32,4160,11642.4,Joint,31,Yes,48790,1,10,X3,C1,Rented,0
51,1191,25497.6,Joint,33,Yes,48791,,,X4,C15,Owned,1
69,2408,14736,Individual,69,No,48792,4,2,,C1,Owned,0
49,3484,12144,Individual,49,No,48793,2,4,X3,C28,Rented,0
53,2391,14112,Individual,53,No,48794,1,4,X1,C6,Owned,0
68,4038,21114,Individual,68,No,48795,3,14+,X1,C15,Rented,0
38,794,13260,Individual,38,No,48796,3,1,X1,C2,Owned,0
37,452,12870,Individual,37,No,48797,3,1,X2,C26,Owned,0
41,2610,7294,Individual,41,No,48798,2,11,X2,C25,Owned,0
46,2823,14376,Individual,46,No,48799,3,10,,C2,Owned,0
53,241,15886,Individual,53,No,48800,3,3,X4,C7,Owned,0
48,705,17316,Individual,48,No,48801,1,1,X3,C18,Rented,0
21,951,6790,Individual,21,No,48802,,,X1,C1,Rented,1
30,1984,14425.6,Joint,27,Yes,48803,1,5,X1,C1,Rented,0
23,1806,9680,Individual,23,No,48804,,,X2,C19,Rented,0
25,3376,5530,Individual,25,No,48805,,,X2,C4,Owned,1
28,4283,5176,Individual,28,No,48806,,,X3,C1,Rented,0
58,243,14196,Individual,58,No,48807,3,3,X1,C7,Owned,0
28,22,14112,Joint,24,Yes,48808,2,2,,C16,Rented,0
22,29,6056,Individual,22,No,48809,,,X1,C10,Rented,0
19,6035,5144,Individual,19,No,48810,,,X1,C24,Rented,0
37,365,7440,Individual,37,No,48811,2,14,X2,C2,Owned,0
36,151,13120,Individual,36,No,48812,3,3,X4,C4,Rented,0
28,110,11088,Individual,28,No,48813,3,6,X1,C2,Rented,0
75,4,18960,Individual,75,No,48814,3,14+,,C1,Owned,1
40,1635,15312,Individual,40,No,48815,,,X1,C4,Rented,0
61,1541,18600,Individual,61,No,48816,3,4,X2,C1,Owned,0
55,365,15000,Individual,55,No,48817,,,X3,C2,Owned,1
23,1262,6050,Individual,23,No,48818,,,X5,C16,Rented,0
66,1189,21390,Individual,66,No,48819,4,2,,C2,Owned,0
24,1761,5240,Individual,24,No,48820,3,2,,C22,Rented,0
30,99,7656,Individual,30,No,48821,3,3,X1,C1,Rented,0
29,1820,8624,Individual,29,No,48822,,,,C2,Rented,0
60,478,16072,Individual,60,No,48823,2,2,X4,C25,Rented,1
39,1917,12120,Individual,39,No,48824,,,,C18,Rented,0
22,195,5232,Individual,22,No,48825,,,X2,C6,Owned,0
27,3854,7152,Individual,27,No,48826,2,4,X1,C20,Owned,0
62,790,15024,Individual,62,No,48827,3,14+,X1,C1,Owned,1
50,273,17276,Individual,50,No,48828,3,7,,C1,Owned,0
39,875,12690,Individual,39,No,48829,,,,C3,Owned,0
29,3314,6240,Individual,29,No,48830,3,1,X1,C3,Rented,0
39,1819,14322,Individual,39,No,48831,3,2,X4,C1,Owned,0
69,36,19936,Individual,69,No,48832,1,3,,C1,Owned,0
50,1442,14424,Individual,50,No,48833,,,,C9,Owned,1
28,677,4944,Individual,28,No,48834,,,,C7,Owned,0
62,4326,20704,Individual,62,No,48835,,,,C2,Owned,0
52,253,11754,Individual,52,No,48836,,,,C6,Owned,0
32,1160,10480,Individual,32,No,48837,,,,C2,Rented,0
28,1304,6320,Individual,28,No,48838,1,3,,C11,Rented,0
75,5264,16828,Individual,75,No,48839,3,14,,C1,Owned,0
41,541,25020,Joint,29,Yes,48840,3,1,X2,C8,Rented,0
30,263,16716,Joint,28,Yes,48841,2,6,X2,C9,Owned,0
37,776,10368,Individual,37,No,48842,2,3,X3,C6,Owned,0
59,400,25417.6,Joint,58,Yes,48843,,,X2,C6,Owned,1
59,4355,25662,Joint,17,No,48844,1,2,X3,C17,Owned,1
30,2836,12600,Individual,30,No,48845,2,1,,C7,Rented,0
56,3662,23808,Joint,52,Yes,48846,,,X5,C1,Owned,1
75,17,19904,Individual,75,No,48847,3,8,X2,C2,Owned,1
26,532,7116,Individual,26,No,48848,,,X3,C10,Rented,0
19,211,9618,Individual,19,No,48849,,,,C4,Rented,0
75,3265,34578,Joint,73,Yes,48850,4,7,X2,C1,Owned,1
42,3412,21604.8,Joint,16,Yes,48851,3,14+,X5,C1,Owned,0
60,1586,20760,Individual,60,No,48852,1,5,,C10,Rented,0
71,1451,20832,Individual,71,No,48853,4,7,X4,C2,Owned,1
73,909,19414,Individual,73,No,48854,,,,C19,Owned,0
72,16,17584,Individual,72,No,48855,4,11,X4,C1,Owned,1
